REPORT_DATE
-------------------
2025-03-05T17:55:28
PDB: DBRHU
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
R070MNC                        RHSENIOR.CP_R070MNC                    25.5 %              118.6 MB              88.4 MB  ALTER INDEX rhsenior.cp_r070mnc REBUILD ONLINE;
USU_TR028PDI                   RHSENIOR.CP_USU_TR028PDI               31.5 %              112.0 MB              76.7 MB  ALTER INDEX rhsenior.cp_usu_tr028pdi REBUILD ONLINE;
R124PCR                        RHSENIOR.CP_R124PCR                    28.7 %              109.3 MB              78.0 MB  ALTER INDEX rhsenior.cp_r124pcr REBUILD ONLINE;
R040ACU                        RHSENIOR.R040ACUINDICE2                60.4 %              105.8 MB              41.9 MB  ALTER INDEX rhsenior.r040acuindice2 REBUILD ONLINE;
R038HSA                        RHSENIOR.R038HSAINDICE2                45.8 %              103.0 MB              55.8 MB  ALTER INDEX rhsenior.r038hsaindice2 REBUILD ONLINE;
R350ATC                        RHSENIOR.R350ATCINDICE1                60.5 %              101.3 MB              40.0 MB  ALTER INDEX rhsenior.r350atcindice1 REBUILD ONLINE;
USU_TFATPLSAUD                 RHSENIOR.CP_USU_TFATPLSAUD             26.0 %               98.7 MB              73.0 MB  ALTER INDEX rhsenior.cp_usu_tfatplsaud REBUILD ONLINE;
R038HFC                        RHSENIOR.CP_R038HFC                    31.8 %               98.1 MB              66.9 MB  ALTER INDEX rhsenior.cp_r038hfc REBUILD ONLINE;
N180DEC                        EDOCS.PK_N180DEC                       39.3 %               91.6 MB              55.6 MB  ALTER INDEX edocs.pk_n180dec REBUILD ONLINE;
R038HES                        RHSENIOR.R038HESINDICE2                58.2 %               85.0 MB              35.5 MB  ALTER INDEX rhsenior.r038hesindice2 REBUILD ONLINE;
R070DSP                        RHSENIOR.R070DSPINDICE5                67.6 %               84.9 MB              27.5 MB  ALTER INDEX rhsenior.r070dspindice5 REBUILD ONLINE;
R900LOG                        RHSENIOR.R900LOGINDICE3                70.4 %               84.4 MB              25.0 MB  ALTER INDEX rhsenior.r900logindice3 REBUILD ONLINE;
R164DES                        RHSENIOR.CP_R164DES                    27.3 %               83.6 MB              60.8 MB  ALTER INDEX rhsenior.cp_r164des REBUILD ONLINE;
R070MNO                        RHSENIOR.R070MNOINDICE2                47.3 %               81.7 MB              43.1 MB  ALTER INDEX rhsenior.r070mnoindice2 REBUILD ONLINE;
R051COL                        RHSENIOR.R051COLINDICE2                30.6 %               81.2 MB              56.3 MB  ALTER INDEX rhsenior.r051colindice2 REBUILD ONLINE;
R350DC0                        RHSENIOR.CP_R350DC0                    40.9 %               77.0 MB              45.5 MB  ALTER INDEX rhsenior.cp_r350dc0 REBUILD ONLINE;
R046IRF                        RHSENIOR.CP_R046IRF                    25.6 %               75.2 MB              56.0 MB  ALTER INDEX rhsenior.cp_r046irf REBUILD ONLINE;
R350RAF                        RHSENIOR.CP_R350RAF                    25.4 %               75.0 MB              55.9 MB  ALTER INDEX rhsenior.cp_r350raf REBUILD ONLINE;
R038HSA                        RHSENIOR.R038HSAINDICE3                25.5 %               74.9 MB              55.8 MB  ALTER INDEX rhsenior.r038hsaindice3 REBUILD ONLINE;
R350DE0                        RHSENIOR.CP_R350DE0                    42.9 %               74.5 MB              42.5 MB  ALTER INDEX rhsenior.cp_r350de0 REBUILD ONLINE;
